ZipCode,Latitude,Longitude
11426,40.736459,-73.722376
10567,41.284044,-73.893116
13212,43.122566,-76.128382
11937,40.96343,-72.1848
14218,42.814558,-78.807754
12304,42.788176,-73.899917
10605,41.007597,-73.748575
11415,40.707133,-73.829247
10509,41.39732,-73.61707
13204,43.055766,-76.177597
11360,40.780294,-73.781206
13901,42.165629,-75.890685
14420,43.223303,-77.917335
14526,43.145813,-77.454446
12110,42.752928,-73.779714
12508,41.50482,-73.96958
13210,43.031189,-76.127021
14051,43.042907,-78.698796
10603,41.048958,-73.783036
11738,40.83988,-73.04318
10037,40.813884,-73.938498
11790,40.905957,-73.127374
11021,40.784319,-73.731488
12589,41.631653,-74.154472
11747,40.787248,-73.405573
13903,42.083005,-75.923248
11362,40.758364,-73.735759
14456,42.857414,-77.034883
14830,42.120541,-77.048462
14559,43.185709,-77.830577
13790,42.11563,-75.95881
12831,43.204261,-73.707415
12189,42.736277,-73.720318
14611,43.148316,-77.646987
12477,42.07759,-73.95291
12534,42.184313,-73.742997
14468,43.28521,-77.832333
10302,40.628923,-74.137947
11575,40.680451,-73.590071
11798,40.74653,-73.37725
14615,43.201252,-77.654726
12561,41.74638,-74.109241
14052,42.768209,-78.577136
10580,40.978942,-73.69332
11754,40.88901,-73.24592
14607,43.152013,-77.584888
11703,40.732348,-73.325363
13205,43.006816,-76.142495
14760,42.082142,-78.425973
11030,40.78842,-73.69425
10538,40.92788,-73.7518
11950,40.8018,-72.84269
13039,43.17562,-76.11937
11733,40.94149,-73.10594
13206,43.076416,-76.109995
13203,43.062016,-76.134145
11946,40.85991,-72.52253
13104,42.955618,-75.96654
12118,42.90285,-73.68734
14305,43.117255,-79.018415
11788,40.819074,-73.2122
12054,42.605467,-73.8757
10470,40.889527,-73.87266
11004,40.745263,-73.711159
13662,44.9281,-74.89186
13413,43.067369,-75.290911
13031,43.049756,-76.348012
14564,42.973715,-77.426906
11780,40.889314,-73.174435
14222,42.918207,-78.875007
11239,40.647735,-73.879477
10606,41.020573,-73.775846
13219,43.041703,-76.222898
14613,43.182171,-77.640175
12206,42.675779,-73.793065
14901,42.082585,-76.71857
12524,41.53565,-73.89903
10549,41.197329,-73.72286
10965,41.061476,-74.018283
10017,40.752955,-73.973196
11782,40.745866,-73.085858
14210,42.863608,-78.825755
13669,44.69423,-75.48634
10960,41.080474,-73.930179
10804,40.951498,-73.786526
14048,42.487716,-79.328287
12771,41.37509,-74.69266
12801,43.30952,-73.64401
10307,40.510723,-74.24194
14904,42.069149,-76.800695
11951,40.76144,-72.84014
12019,42.934416,-73.848971
12953,44.859117,-74.288237
12182,42.799699,-73.630864
13215,42.972161,-76.227599
14619,43.135688,-77.649126
10941,41.487318,-74.344437
12538,41.792345,-73.893142
11953,40.88573,-72.94537
13057,43.096216,-76.047426
11767,40.846678,-73.146763
11693,40.590692,-73.809749
12308,42.835926,-73.920467
11702,40.69566,-73.32568
12211,42.712973,-73.773868
11598,40.633103,-73.712025
13676,44.65496,-74.926222
14513,43.087067,-77.097867
11366,40.727277,-73.790772
10924,41.40204,-74.32432
10530,41.019105,-73.812077
14610,43.140163,-77.557871
11751,40.72813,-73.217871
12528,41.720945,-74.009481
12839,43.30063,-73.58595
10980,41.235675,-74.028095
10528,40.979118,-73.723036
11968,40.905926,-72.415663
14063,42.412217,-79.319254
11753,40.789722,-73.539911
10514,41.16845,-73.76197
14411,43.235143,-78.194251
11764,40.9368,-72.98766
14622,43.215741,-77.552402
11730,40.724146,-73.175926
13815,42.53118,-75.52351
10520,41.226478,-73.867787
12566,41.60935,-74.29663
13209,43.084666,-76.240549
13032,43.005767,-75.798607
10803,40.904538,-73.806277
11742,40.798994,-73.048985
14425,42.958041,-77.308256
13421,43.047755,-75.640944
13207,43.012216,-76.170596
14527,42.637423,-77.069925
11961,40.905139,-72.888349
11576,40.79982,-73.65096
10570,41.131069,-73.792214
14586,43.041553,-77.683575
13066,43.02979,-76.00436
10918,41.36259,-74.27126
13603,44.035974,-75.793813
11949,40.866412,-72.80456
10927,41.191694,-73.964933
14843,42.32785,-77.6611
12701,41.65565,-74.68933
14519,43.221476,-77.308614
12095,43.00674,-74.36764
14201,42.89606,-78.886424
11755,40.85185,-73.129003
10044,40.761812,-73.950521
12586,41.562765,-74.170102
14212,42.894558,-78.818805
11577,40.77877,-73.63963
11778,40.948048,-72.937087
14301,43.095821,-79.040407
14608,43.154611,-77.624001
14004,42.872937,-78.528446
13041,43.1859,-76.17243
13617,44.574484,-75.059713
11545,40.84492,-73.61802
10604,41.062079,-73.74338
12188,42.845579,-73.702433
13323,43.036697,-75.382414
10522,41.011147,-73.865178
14810,42.357464,-77.302789
13827,42.176816,-76.2568
10970,41.18416,-74.045358
14454,42.783801,-77.777872
10474,40.813929,-73.884104
14605,43.166313,-77.602973
11766,40.93766,-73.02005
13492,43.12201,-75.29156
10536,41.25898,-73.68541
14208,42.916107,-78.858157
14219,42.786308,-78.826444
13078,42.966136,-76.057658
10601,41.031397,-73.769626
12210,42.659616,-73.756386
12549,41.52759,-74.23682
14092,43.170805,-78.989515
14032,43.00842,-78.63081
13619,43.97812,-75.60936
14103,43.239442,-78.359871
10510,41.14565,-73.82375
14467,43.05923,-77.61222
13148,42.905264,-76.794921
10930,41.34704,-74.12626
11740,40.866948,-73.362512
11596,40.75649,-73.64485
13357,43.01507,-75.03543
10553,40.909449,-73.822109
11518,40.640387,-73.668224
10707,40.960498,-73.816127
10709,40.956098,-73.812177
12414,42.21731,-73.86457
12569,41.734557,-73.79284
11023,40.7987,-73.733702
14502,43.110807,-77.31345
12061,42.570352,-73.655682
12209,42.638686,-73.790469
11771,40.86897,-73.53114
14625,43.152213,-77.505705
11716,40.76902,-73.113366
14870,42.16202,-77.09414
12828,43.26702,-73.58456
13165,42.892556,-76.882263
13350,43.026867,-74.933404
14001,43.013808,-78.525296
10523,41.0551,-73.82013
13037,43.04507,-75.86658
13036,43.28674,-76.14604
14522,43.081306,-77.218849
14031,42.992968,-78.601269
10992,41.42787,-74.16598
13642,44.33673,-75.46299
14059,42.828309,-78.628966
13904,42.131088,-75.787801
14472,42.982513,-77.606771
14006,42.63839,-79.02782
14895,42.12201,-77.94806
12571,42.002775,-73.809608
11752,40.757226,-73.182854
11797,40.81764,-73.47035
11777,40.94649,-73.06927
11713,40.75704,-72.93927
12540,41.633029,-73.743183
11096,40.620492,-73.747376
11565,40.674652,-73.673324
10706,40.987797,-73.862969
14437,42.61837,-77.737515
14209,42.918107,-78.865857
13367,43.789296,-75.415599
11792,40.954997,-72.825588
11769,40.738322,-73.131797
13214,43.039666,-76.072153
10920,41.152545,-73.936305
12572,41.92676,-73.91264
11558,40.606953,-73.654724
12202,42.636371,-73.763564
13224,43.038366,-76.099394
10005,40.706903,-74.008654
10280,40.708857,-74.016217
10923,41.203984,-74.003167
13035,42.939422,-75.775568
11963,40.99788,-72.29258
11559,40.615435,-73.72642
14482,42.95619,-77.989988
12009,42.688731,-74.030596
11024,40.81609,-73.741415
12159,42.644278,-73.876338
10504,41.13201,-73.71372
12803,43.283561,-73.629401
10989,41.122868,-73.934844
14905,42.093574,-76.844329
10579,41.33593,-73.87403
11516,40.626453,-73.725825
11705,40.748364,-73.057026
11557,40.638803,-73.693274
12204,42.691525,-73.733797
13365,43.078904,-74.864422
10007,40.713941,-74.007401
13244,43.037716,-76.139646
12033,42.51841,-73.75123
10018,40.755332,-73.993172
14204,42.882957,-78.864898
10595,41.09269,-73.76848
12564,41.56204,-73.60263
14892,42.01035,-76.52717
11934,40.80104,-72.79699
14057,42.641429,-78.875456
12043,42.67785,-74.48542
13152,42.94701,-76.4291
13029,43.227448,-76.140648
14011,42.86423,-78.28029
12307,42.805376,-73.934868
14141,42.538335,-78.685169
12754,41.8012,-74.74655
14445,43.113563,-77.482538
13340,43.039203,-75.118168
11789,40.95556,-72.96545
10533,41.03922,-73.86823
14085,42.716055,-78.929357
13732,42.049798,-76.181009
14589,43.23941,-77.163811
14470,43.21586,-78.073057
14068,43.026737,-78.762454
12018,42.63607,-73.55285
11363,40.771467,-73.745323
14489,43.099263,-76.970937
10547,41.31843,-73.85902
13202,43.043116,-76.150796
12563,41.485285,-73.595066
13114,43.45951,-76.22882
12721,41.55426,-74.4396
14428,43.074911,-77.835003
14903,42.119824,-76.887659
12983,44.3295,-74.13127
10590,41.254331,-73.542714
13403,43.172019,-75.27371
12198,42.676167,-73.606194
12184,42.398503,-73.626548
14464,43.321659,-77.925097
10589,41.326544,-73.693685
11560,40.87832,-73.58818
14779,42.15784,-78.71503
12305,42.812776,-73.943368
10994,41.100622,-73.970482
14132,43.153105,-78.885611
12077,42.595704,-73.787766
12972,44.554081,-73.569296
12428,41.71704,-74.39571
11507,40.77158,-73.64816
12570,41.646389,-73.650107
11933,40.9163,-72.7644
11709,40.91065,-73.56207
14414,42.895631,-77.735104
11971,41.06017,-72.42642
12222,42.685261,-73.82323
11109,40.745115,-73.956928
10507,41.229037,-73.697998
11786,40.95732,-72.9076
13077,42.678012,-76.175275
10607,41.039235,-73.807293
13073,42.579298,-76.392709
14886,42.4803,-76.635158
14303,43.086455,-79.037965
14530,42.71562,-78.00556
14568,43.142795,-77.287414
12158,42.529746,-73.840579
10282,40.716597,-74.01459
11721,40.893197,-73.370462
12051,42.35092,-73.8029
10996,41.3937,-73.972175
12832,43.369373,-73.331692
13902,42.088824,-75.968883
12186,42.620654,-73.980441
13339,42.924806,-74.616883
13142,43.560497,-76.15532
13211,43.103573,-76.119484
13346,42.822667,-75.553153
14047,42.683522,-78.995736
14569,42.740223,-78.164804
13108,42.948057,-76.329799
12834,43.09063,-73.49873
12582,41.554509,-73.72667
11020,40.771442,-73.714819
14070,42.41994,-78.954628
13316,43.33451,-75.74796
10577,41.04093,-73.71457
12822,43.241967,-73.890739
14514,43.11978,-77.80556
13135,43.33021,-76.260803
13856,42.250118,-75.125556
10506,41.19469,-73.64686
13118,42.737724,-76.407811
12518,41.416157,-74.043064
14487,42.809457,-77.650938
14469,42.869556,-77.465843
14706,42.116168,-78.516218
10502,41.015096,-73.841478
13753,42.293718,-74.920671
10983,41.027646,-73.948404
14837,42.555387,-77.014409
12542,41.612647,-74.002802
14174,43.244454,-78.988325
13865,42.069103,-75.644078
10069,40.777952,-73.988381
12090,42.90119,-73.3515
14009,42.597171,-78.37463
14108,43.271156,-78.724806
13309,43.48368,-75.33656
10516,41.4621,-73.875003
14551,43.210384,-77.053517
14867,42.365688,-76.610212
13778,42.34013,-75.734191
13166,43.046493,-76.555316
14036,42.978522,-78.372338
11942,40.85476,-72.58691
13159,42.830037,-76.124357
10913,41.068782,-73.957282
10962,41.04869,-73.941
13624,44.144238,-76.062002
12986,44.22395,-74.46406
10594,41.117214,-73.771469
12143,42.493642,-73.858352
12025,43.082793,-74.160753
13407,43.01146,-75.00404
13605,43.80923,-76.02409
12170,43.001932,-73.660897
14432,42.962932,-77.150097
12833,43.12841,-73.84651
10532,41.10336,-73.79287
11579,40.84899,-73.64485
12446,41.77966,-74.29546
14590,43.224693,-76.840547
14727,42.21757,-78.27529
13326,42.714065,-74.890929
13053,42.477712,-76.291224
10993,41.208044,-73.975833
14801,42.10285,-77.23359
13830,42.437881,-75.567327
11940,40.80923,-72.75964
10560,41.331814,-73.608451
14505,43.15594,-77.172684
14131,43.233055,-78.906562
13733,42.295949,-75.507589
10576,41.208519,-73.568126
11952,41.00251,-72.54584
14546,43.04471,-77.772652
14136,42.520038,-79.207843
10928,41.36926,-73.96625
13452,42.99813,-74.68292
12084,42.70452,-73.91151
14510,42.683466,-77.866402
12522,41.74368,-73.57702
11980,40.83255,-72.92418
10004,40.68863,-74.018244
12883,43.852071,-73.478024
12845,43.42618,-73.71234
12123,42.51591,-73.61012
14261,43.007631,-78.791518
14423,42.935329,-77.838998
14105,43.196947,-78.502849
13308,43.27979,-75.64352
12887,43.492815,-73.421536
12134,43.266223,-74.228535
11514,40.74435,-73.608422
12157,42.655569,-74.337322
14787,42.32228,-79.5781
12962,44.69222,-73.55052
13068,42.49653,-76.372864
14883,42.203102,-76.471165
11944,41.10343,-72.35925
14572,42.516793,-77.564247
14512,42.667802,-77.413496
12498,42.04136,-74.11762
10963,41.47343,-74.53849
12816,43.068526,-73.392229
12946,44.30449,-73.99543
13849,42.382962,-75.292321
11804,40.75586,-73.45404
12148,42.841619,-73.847016
14750,42.10422,-79.3331
12790,41.592331,-74.552644
12037,42.335777,-73.528651
14891,42.37285,-76.927135
14802,42.25424,-77.79055
11568,40.78871,-73.59957
14042,42.473934,-78.494065
12885,43.570457,-73.859928
12027,42.923676,-73.911768
10464,40.863028,-73.799802
12580,41.85285,-73.91996
14067,43.208166,-78.56623
10916,41.443168,-74.258172
13803,42.497925,-76.047429
13637,44.0981,-75.817097
13833,42.195785,-75.759054
12545,41.832012,-73.637175
13074,43.32118,-76.57883
14548,42.978834,-77.252696
11954,41.04703,-71.94511
14871,42.047024,-76.882455
13460,42.648204,-75.455824
10524,41.375016,-73.931844
14737,42.335753,-78.491244
13140,43.03451,-76.62383
14541,42.749713,-76.844921
10925,41.22259,-74.29432
12053,42.77788,-74.197936
14532,42.963394,-77.043612
14080,42.640179,-78.543738
12944,44.442367,-73.514751
11715,40.75179,-73.03526
10548,41.25232,-73.93153
12929,44.72143,-73.72375
13317,42.867146,-74.595636
12871,43.10008,-73.58178
14485,42.889864,-77.608688
10921,41.319956,-74.36699
14416,43.073792,-78.019684
14882,42.573453,-76.552378
13811,42.22369,-76.18326
14433,43.097869,-76.872736
12758,41.818205,-74.802549
12196,42.64022,-73.60328
13838,42.308884,-75.391644
13329,43.1009,-74.77293
12487,41.857076,-74.017907
12594,41.64704,-73.56818
12443,41.91228,-74.05907
13634,44.014261,-76.08002
11796,40.732304,-73.10002
14202,42.881482,-78.877482
12083,42.424859,-74.026509
13456,42.991124,-75.270758
10926,41.300486,-74.124934
14025,42.625391,-78.726767
13082,43.103886,-75.961597
10006,40.708834,-74.013168
14772,42.162,-78.97532
13862,42.321825,-75.945183
12992,44.827274,-73.513225
12122,42.560533,-74.295505
13033,43.185529,-76.579082
11697,40.559365,-73.906713
13439,42.84018,-74.97159
13602,44.032457,-75.754468
12458,41.80137,-74.420108
10987,41.19343,-74.18431
11732,40.84957,-73.52892
13030,43.165372,-75.993896
14823,42.27035,-77.60582
12404,41.79714,-74.23195
12809,43.23785,-73.4915
13116,43.076828,-76.006001
13743,42.226448,-76.309863
11978,40.79061,-72.65731
10998,41.33676,-74.53988
14125,43.087438,-78.269677
13491,42.909122,-75.12867
12015,42.28004,-73.837035
13084,42.891099,-76.128862
11749,40.806738,-73.170891
12865,43.225966,-73.348736
13655,44.980232,-74.647334
13748,42.03424,-75.8038
11719,40.7793,-72.91213
13080,43.067413,-76.439657
14062,42.441146,-79.172343
14733,42.126604,-79.182837
14738,42.053586,-79.118889
13132,43.296808,-76.229091
13408,42.924089,-75.651484
13354,43.273266,-75.301263
14710,42.084481,-79.391738
14757,42.25395,-79.50449
12827,43.443936,-73.489198
12449,41.98627,-73.98943
12484,41.861844,-74.176532
12526,42.122234,-73.858769
13656,44.200392,-75.984109
13787,42.186306,-75.67618
13417,43.100869,-75.29496
10958,41.375634,-74.43375
14821,42.262954,-77.215478
13476,43.092924,-75.50161
13668,44.75145,-74.99436
14719,42.343336,-78.869752
14521,42.689791,-76.794102
14543,42.996613,-77.666524
13478,43.146502,-75.586218
11977,40.82454,-72.66621
12514,41.867364,-73.777256
14812,42.322924,-76.977336
13461,43.074349,-75.580839
14111,42.583165,-78.91888
10588,41.330892,-73.823549
10974,41.157473,-74.200784
13480,42.926167,-75.360922
11718,40.715424,-73.260912
12154,42.904445,-73.615618
12413,42.301789,-74.029434
12543,41.48398,-74.21765
11935,41.01408,-72.48723
12520,41.44482,-74.0157
13795,42.056172,-75.788126
13691,44.220448,-75.767059
13667,44.855075,-74.942946
11964,41.05848,-72.31423
14098,43.324031,-78.367151
13131,43.43397,-76.120904
12846,43.3234,-73.83373
13044,43.301232,-75.982593
12072,42.877533,-74.404477
12117,43.132167,-74.248494
13167,43.2809,-76.06659
14755,42.254567,-78.823628
12919,44.98643,-73.44653
14081,42.543516,-79.101301
12183,42.744245,-73.691507
13438,43.341666,-75.221046
14627,43.127513,-77.627674
14807,42.39451,-77.69666
12138,42.74952,-73.34011
11724,40.860098,-73.442315
14809,42.367861,-77.464128
13730,42.255147,-75.533335
11955,40.80621,-72.82379
14770,42.03868,-78.34085
12074,43.082925,-74.043981
12068,42.95452,-74.37652
14172,43.272729,-78.83101
12918,44.686162,-73.670249
13411,42.631807,-75.385073
12966,44.8532,-74.419121
14712,42.16172,-79.39171
12075,42.32537,-73.6179
14735,42.45079,-78.104285
12547,41.660687,-73.986567
14817,42.359694,-76.349154
14471,42.755573,-77.491905
13754,42.06008,-75.42768
12733,41.72477,-74.617933
14034,42.49645,-78.92059
12546,41.93846,-73.546336
12821,43.46144,-73.403287
12835,43.31729,-73.84818
14012,43.327031,-78.534963
13825,42.441165,-75.148268
14865,42.358866,-76.841852
13060,43.027813,-76.416612
13658,44.72728,-75.32105
14724,42.07268,-79.644932
11549,40.71724,-73.602746
14517,42.591883,-77.894474
13332,42.719674,-75.558861
13040,42.565932,-75.955301
13654,44.61812,-75.40716
14561,42.83336,-77.129398
12850,43.0898,-73.9179
10984,41.206898,-74.015411
13606,43.86162,-76.0001
14739,42.187901,-78.157246
13471,43.30368,-75.61685
12788,41.75981,-74.59405
13613,44.80755,-74.7738
13143,43.238248,-76.752077
12921,44.879906,-73.452578
10537,41.33926,-73.88236
14840,42.40785,-77.22359
14716,42.38867,-79.44116
13092,42.659466,-76.410528
12094,42.879946,-73.48684
10968,41.040946,-73.918205
14775,42.26569,-79.7123
13783,41.95398,-75.28045
13612,43.98871,-75.766746
13101,42.597468,-76.072949
14525,42.910203,-78.026899
14715,42.06673,-78.16779
12167,42.413508,-74.61939
14604,43.156612,-77.604023
10973,41.386099,-74.480395
11941,40.84012,-72.72607
13146,43.099386,-76.762705
13164,43.100588,-76.321678
14170,42.702797,-78.670098
12567,41.952681,-73.63633
14476,43.324058,-78.049928
12759,41.786516,-74.658843
13424,43.15729,-75.33267
13160,42.83979,-76.69328
12916,44.87763,-74.489379
14726,42.252473,-79.008294
12926,44.944145,-74.327316
13110,42.90896,-76.32354
13363,43.328374,-75.520067
13812,42.030061,-76.354752
12981,44.65143,-73.74348
12979,44.99393,-73.36486
13626,43.892324,-75.703596
13734,42.12518,-76.405626
14847,42.60844,-76.735556
13416,43.203313,-74.971893
12531,41.549045,-73.670325
14879,42.327262,-77.193204
13493,43.427301,-75.880041
12056,42.770065,-74.085963
14516,43.195842,-76.908805
12974,44.087072,-73.461308
13076,43.37396,-76.15243
10162,40.769945,-73.951117
13616,44.02173,-75.84604
14767,42.07506,-79.4831
12121,42.84202,-73.62262
